Name_bal,BSE Code_bal,NSE Code_bal,Industry_bal,Current Price_bal,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization_bal,join_key,Name_rat,BSE Code_rat,NSE Code_rat,Industry_rat,Current Price_rat,Market Capitalization_rat,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,t_1_price,future_return,signal
Tradewell Hold,531203.0,__NA__,Finance & Investments,66.11,2.76,3.0,0.0,3.4,0.22,0.15,9.43,6.3,0.0,0.79,0.55,0.0,3.76,2.54,0.25,0.0,0.0,0.0,9.43,2.36,0.0,0.05,1.86,10.0,0.44,0.08,0.0,0.3,0.37,-8.64,5.51,6.3,0.0,0.48,0.87,1.96,3.07,4.65,2.02,1.2,5.12,2.56,2.54,2.82,19.83,531203.0___NA__,Tradewell Hold,531203.0,__NA__,Finance & Investments,66.11,19.83,8.03,0.0,3.11,21.19,0.43,47.78,73.17,14.71,0.0,23.18,22.15,0.3,21.3,0.0,9.96,0.0,6.0,7.0,2.72,1.82,630.0,73.17,85.7,21.44,1.78,,22.14,33.09,62.77,21.44,,21.44,,26.81,0.0,0.0,0.0,0.01,13.08,-6.92,-3.52,-9.67,630.0,68.67,0.03872333988806538,Hold
Trans Freight,513063.0,__NA__,Packaging,30.66,0.0,7.28,0.0,30.8,0.0,0.0,40.14,7.64,0.0,7.57,0.07,0.0,26.1,29.51,2.05,20.63,0.0,0.0,40.14,27.46,0.0,0.0,0.07,10.0,0.34,1.85,0.03,0.73,0.0,3.25,0.07,7.64,0.0,5.32,-0.44,-0.89,4.21,2.72,8.9,8.9,9.1,1.05,2.11,2.73,22.32,513063.0___NA__,Trans Freight,513063.0,__NA__,Packaging,30.66,22.32,20.86,0.0,0.59,2.65,0.0,2.85,60.39,4.76,0.0,26.93,21.98,0.73,52.29,,14.4,0.0,7.0,2.0,0.0,1.06,3994.0,60.39,3.89,,1.82,,,2.79,41.58,,,,,39.48,0.0,0.0,0.0,0.12,50.81,-0.03,0.0,0.0,3808.0,29.93,-0.023809523809523822,Hold
Trans India,523752.0,__NA__,Trading,30.0,28.2,35.53,0.0,-15.88,9.62,2.83,100.31,0.0,0.0,0.0,0.03,0.0,0.0,83.76,80.67,0.0,0.0,0.0,100.31,31.29,0.0,4.49,73.14,10.0,2.15,0.0,50.16,1.69,12.45,19.47,0.0,0.0,0.0,-0.3,-0.53,-0.01,-0.04,3.32,6.32,4.9,2.71,0.0,0.0,0.01,106.58,523752.0___NA__,Trans India,523752.0,__NA__,Trading,30.0,106.58,43.5,0.0,5.43,3.69,1.44,26.89,55.3,3.47,0.0,34.16,132.63,3.55,5.53,30.23,0.98,85.87,2.0,2.0,1.17,3.38,5242.0,55.3,11.4,343.31,3.16,,136.78,4.67,9.26,98.25,269.16,343.31,24.09,44.67,0.03,0.03,0.0,0.0,-0.85,58.17,17.93,,4920.0,27.49,-0.08366666666666672,Sell
Transchem,500422.0,__NA__,Miscellaneous,38.0,0.0,12.24,0.0,63.41,0.0,0.0,76.32,0.17,0.0,0.08,0.09,0.0,8.91,67.33,0.48,0.0,0.0,0.0,76.32,66.85,0.0,0.0,0.41,10.0,0.32,0.0,0.0,1.22,0.0,57.81,0.09,0.17,0.0,54.37,27.95,1.28,2.16,0.0,0.0,0.0,0.0,0.11,4.27,6.4,46.51,500422.0___NA__,Transchem,500422.0,__NA__,Miscellaneous,38.0,46.51,11.07,0.0,0.61,5.89,0.0,5.94,51.68,12.23,0.0,34.07,46.19,1.22,61.81,,140.27,,5.0,3.0,0.01,0.94,13813.0,51.68,6.27,365.0,3.2,,59227.93,7.4,69.08,365.0,,365.0,0.0,48.3,0.03,0.0,0.0,0.01,53.79,3.5,1.65,1.66,13615.0,38.71,0.018684210526315814,Hold
Transcorp Intl.,532410.0,__NA__,Finance & Investments,36.01,20.48,6.37,0.0,50.8,6.82,7.44,135.05,42.05,0.0,8.11,32.98,0.0,13.0,81.93,74.17,0.4,0.0,14.42,135.05,24.52,0.46,3.22,19.4,2.0,34.18,2.84,17.58,3.18,14.26,15.71,33.94,42.05,0.0,31.35,34.29,31.71,22.62,54.63,38.99,40.06,37.99,36.11,35.92,37.15,114.72,532410.0___NA__,Transcorp Intl.,532410.0,__NA__,Finance & Investments,36.02,114.75,1912.49,0.84,2.01,0.04,0.36,0.11,73.05,3.37,0.0,23.18,101.05,3.19,17.95,675.11,1.06,0.0,1.0,4.0,15.87,2.36,4332.0,73.05,0.39,3.3,1.78,,-1.65,2.46,2.76,0.79,3.08,3.3,0.56,26.95,0.0,0.0,0.0,0.01,17.91,5.14,0.12,0.28,4163.0,36.55,0.014995834490419305,Hold
Transgene Biotek,526139.0,__NA__,Miscellaneous,8.86,14.0,75.77,0.0,-65.06,4.8,8.31,142.33,107.61,0.0,101.16,8.22,0.0,0.1,1.11,11.14,0.0,0.0,0.99,142.33,-1.11,0.0,0.03,0.01,10.0,0.01,0.1,0.2,7.58,13.11,-1.42,6.45,107.61,1.87,-6.74,-6.85,-1.38,1.79,11.33,9.14,16.01,13.06,21.32,41.1,61.16,67.14,526139.0___NA__,Transgene Biotek,526139.0,__NA__,Miscellaneous,8.86,67.14,,0.0,6.26,-0.46,1.31,-5.98,23.64,-0.65,0.0,,81.13,7.58,1.41,0.0,0.1,0.0,6.0,5.0,0.0,13.29,12426.0,23.64,-7.31,15.87,,,-1777.39,-0.37,,15.87,,15.87,,76.36,0.0,0.0,0.0,0.0,1.5,-20.01,-4.15,-41.81,12220.0,7.38,-0.16704288939051914,Sell
Transglobe Foods,519367.0,__NA__,Food - Processing - Indian,167.45,0.48,0.42,0.0,-0.77,0.0,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.35,0.0,0.0,0.0,0.16,0.13,0.0,0.0,0.0,10.0,0.15,0.0,0.02,0.01,0.29,0.12,0.0,0.0,0.0,0.08,0.07,0.44,0.03,0.27,0.25,0.16,0.12,0.0,0.0,0.0,2.43,519367.0___NA__,Transglobe Foods,519367.0,__NA__,Food - Processing - Indian,167.45,2.43,,0.0,,-128.89,,,12.13,-5.24,0.0,38.34,2.76,0.01,-24.15,,0.46,0.0,3.0,1.0,0.0,-0.64,2172.0,12.13,-107.69,,3.49,,,-87.5,,,,,,87.87,0.0,-0.02,0.0,0.0,-3.45,11.11,-6.35,,2279.0,154.07,-0.07990444908928036,Sell
TransIndia Real,543955.0,TREL,Miscellaneous,46.15,58.3,49.14,0.0,1168.34,107.74,0.45,1346.13,652.56,0.0,107.74,785.75,0.0,421.93,498.97,45.18,0.0,0.0,0.0,1346.13,473.22,0.0,0.02,16.92,2.0,9.25,0.49,14.85,,108.19,494.67,544.82,652.56,0.0,,,,,,,,,,,,1133.88,543955.0_TREL,TransIndia Real,543955.0,TREL,Miscellaneous,46.11,1132.9,26.88,0.0,0.94,3.03,0.05,3.86,69.8,5.2,0.0,38.47,1181.95,24.57,49.55,0.0,11.04,0.0,6.0,3.0,0.07,1.14,68769.0,69.8,3.58,63.79,3.17,,1749.11,4.56,106.6,63.79,,63.79,,21.65,7.31,-0.37,-0.05,1.26,,10.9,4.88,7.18,66934.0,48.07,0.04160346695557967,Hold
Transpact Enter.,542765.0,__NA__,Trading,264.0,0.05,0.39,0.0,0.06,0.0,0.28,0.66,0.37,0.0,0.17,0.16,0.0,0.0,0.49,0.19,0.0,0.0,0.0,0.66,0.35,0.0,0.01,0.0,,0.41,0.0,0.02,0.04,0.28,-0.11,0.2,0.37,0.0,0.12,0.09,0.06,0.02,0.29,0.18,0.07,0.01,0.27,0.35,0.18,10.21,542765.0___NA__,Transpact Enter.,542765.0,__NA__,Trading,264.0,10.21,,,22.69,-8.65,0.11,-16.67,18.23,-1.02,0.0,34.16,9.85,0.04,11.64,0.0,2.53,0.0,3.0,3.0,0.0,1.93,119.0,18.23,-111.11,,3.16,,,-15.15,,,,,,81.76,0.0,0.0,0.0,0.0,13.96,-8.19,-6.54,-12.28,114.0,266.65,0.010037878787878702,Hold
Transpek Inds.,506687.0,__NA__,Chemicals,1755.0,70.27,5.59,0.0,667.81,41.95,102.94,965.67,462.3,0.0,97.03,397.3,6.14,320.54,213.64,112.51,0.0,12.45,8.68,965.67,151.7,26.11,64.35,91.86,10.0,30.6,0.05,45.79,0.56,144.89,162.29,365.26,462.3,24.15,106.73,69.95,54.94,19.59,110.85,144.0,87.97,101.18,287.08,236.45,117.14,980.26,506687.0___NA__,Transpek Inds.,506687.0,__NA__,Chemicals,1755.0,980.26,25.44,1.56,1.47,4.16,0.1,6.12,57.47,6.84,0.0,39.79,1019.93,0.56,1205.6,4.44,1.33,0.0,6.0,4.0,0.63,1.38,14669.0,57.47,8.84,57.85,3.67,,76.26,7.23,1368.44,81.42,58.15,57.85,81.72,40.69,0.05,-0.9,0.0,1.79,1050.27,19.92,10.35,15.96,13411.0,1713.38,-0.023715099715099653,Hold
Transport Corp.,532349.0,TCI,Miscellaneous,919.4,193.7,15.5,0.0,1988.3,62.52,29.35,2501.4,1351.08,0.0,559.81,861.7,109.0,542.7,1290.6,284.1,88.18,0.0,40.98,2501.4,1061.4,43.4,10.6,600.6,2.0,95.6,0.0,65.7,7.76,91.87,706.68,791.26,1351.08,25.98,504.18,430.58,317.32,307.29,297.48,470.29,421.27,335.5,804.63,726.8,541.69,7147.79,532349.0_TCI,Transport Corp.,532349.0,TCI,Miscellaneous,919.4,7147.79,20.24,1.04,3.58,15.5,0.1,19.05,68.92,5.67,0.0,38.47,7245.89,7.77,257.74,0.0,4.51,0.0,3.0,4.0,1.75,1.15,43736.0,68.92,19.18,54.48,3.17,,87.6,16.14,511.54,54.48,,54.48,,16.22,2.67,0.06,-0.63,12.18,219.41,22.36,16.49,20.47,41164.0,971.08,0.05621057211224719,Buy
Transteel Seatin,-1.0,TRANSTEEL,Miscellaneous,67.4,35.33,0.58,0.0,57.69,13.3,13.61,142.27,14.43,0.0,3.55,4.24,0.0,6.4,105.03,54.15,0.0,0.0,0.0,142.27,76.71,0.0,17.78,15.75,10.0,1.28,8.96,12.35,0.06,26.91,19.51,10.87,14.43,0.0,5.87,,,,9.88,,,,4.25,,,136.0,-1.0_TRANSTEEL,Transteel Seatin,-1.0,TRANSTEEL,Miscellaneous,67.4,136.0,12.08,0.0,1.76,13.49,0.45,46.07,51.28,11.14,0.0,34.07,170.05,2.02,38.59,1.4,1.61,0.0,2.0,3.0,0.89,3.42,1388.0,51.28,46.8,90.0,3.2,,88.87,13.49,69.14,157.78,193.36,90.0,261.15,44.77,1.24,,,2.71,,42.92,15.32,59.6,,69.95,0.03783382789317503,Hold
Transvoy Logist.,543754.0,__NA__,Miscellaneous,125.5,8.17,2.66,0.0,4.53,0.0,2.34,16.09,2.77,0.0,0.57,3.69,0.0,0.0,12.24,0.73,0.0,0.0,0.0,16.09,11.51,0.0,0.0,5.77,10.0,1.52,0.0,0.16,0.27,2.34,7.04,2.2,2.77,0.0,,,,,,,,,,,,33.42,543754.0___NA__,Transvoy Logist.,543754.0,__NA__,Miscellaneous,125.5,33.42,196.61,0.0,4.65,1.78,1.14,2.42,71.46,1.93,0.0,38.47,40.07,0.27,27.0,,16.77,0.0,3.0,3.0,2.97,1.36,258.0,71.46,3.14,13.79,3.17,,48.72,4.66,19.69,13.79,,13.79,0.0,28.53,0.0,0.0,0.0,0.0,26.36,19.63,10.81,16.11,268.0,100.89,-0.19609561752988047,Sell
Transwar.Fin.,532812.0,TFL,Finance & Investments,24.47,38.37,48.89,0.0,-18.7,11.96,28.46,98.97,26.69,0.0,11.43,15.19,0.0,0.06,49.41,25.26,0.15,0.0,4.08,98.97,24.15,0.0,0.0,9.22,10.0,8.38,0.0,23.43,4.89,40.42,32.62,15.26,26.69,0.0,18.58,22.24,23.87,6.07,43.25,19.36,8.35,4.96,16.31,16.29,6.77,119.6,532812.0_TFL,Transwar.Fin.,532812.0,TFL,Finance & Investments,24.47,119.6,149.5,0.0,3.96,0.78,1.27,2.69,61.85,3.64,0.0,23.18,149.59,4.89,6.18,,1.96,0.0,5.0,2.0,0.14,3.4,7515.0,61.85,14.06,238.84,1.78,,408.52,5.59,4.77,238.84,,238.84,,38.15,0.0,0.0,0.0,0.0,5.97,-5.49,-8.91,-41.54,7345.0,22.7,-0.07233346955455659,Sell
Transwind Infra.,-1.0,TRANSWIND,Engineering - Turnkey Services,22.0,0.63,6.69,0.0,9.17,0.06,0.0,23.19,4.23,0.0,2.81,0.95,0.0,0.64,14.88,7.25,0.0,0.0,0.99,23.19,8.24,0.0,2.78,7.38,10.0,0.64,0.58,4.48,0.67,0.06,10.24,1.42,4.23,0.0,9.25,9.07,4.07,2.93,2.99,1.05,1.89,0.9,2.09,2.84,1.21,14.72,-1.0_TRANSWIND,Transwind Infra.,-1.0,TRANSWIND,Engineering - Turnkey Services,22.0,14.72,26.76,0.0,0.93,2.7,0.04,3.59,59.31,5.23,0.0,,14.71,0.67,23.71,3.64,1.67,0.0,7.0,3.0,0.73,1.33,390.0,59.31,5.5,121.34,17.17,,209.88,3.32,20.94,152.78,68.88,121.34,100.32,40.69,0.0,0.0,0.0,0.0,22.89,5.23,2.4,3.32,360.0,20.11,-0.08590909090909093,Sell
Tranway Technol.,542923.0,__NA__,Computers - Software - Medium / Small,8.03,5.15,10.6,0.0,6.32,0.43,3.77,22.89,12.05,0.0,0.65,11.97,0.0,0.0,10.79,2.05,0.0,0.0,0.0,22.89,9.97,0.0,0.0,0.94,,0.29,0.0,0.04,1.06,4.2,9.27,11.4,12.05,0.6,9.63,,,,6.08,,,,11.43,,,8.51,542923.0___NA__,Tranway Technol.,542923.0,__NA__,Computers - Software - Medium / Small,8.03,8.51,,,0.5,-0.83,0.3,-1.11,59.99,0.0,0.0,34.11,13.37,1.06,15.96,,5.26,0.0,1.0,4.0,0.2,1.34,239.0,59.99,0.0,29.11,3.7,,693.81,0.0,,29.11,,29.11,,40.0,0.0,0.0,0.0,0.0,16.14,3.17,1.45,2.01,242.0,7.73,-0.037359900373598876,Hold
Tree House Edu.,533540.0,TREEHOUSE,Miscellaneous,27.4,0.02,42.31,0.0,162.59,0.0,0.33,209.5,203.92,-6.4,188.7,14.82,0.0,9.36,21.53,4.49,0.0,0.0,33.36,209.5,17.06,0.02,0.01,18.86,10.0,0.0,2.15,0.62,4.23,0.33,16.26,15.22,203.92,0.71,12.2,12.39,26.04,15.15,33.4,72.73,76.73,82.63,133.84,226.56,337.04,115.91,533540.0_TREEHOUSE,Tree House Edu.,533540.0,TREEHOUSE,Miscellaneous,27.12,114.73,,0.0,0.55,-1.75,0.0,-1.81,20.54,0.13,99.45,94.56,114.75,4.23,48.43,0.0,4.79,0.0,5.0,2.0,0.04,1.04,16203.0,0.11,-11.73,842.58,4.67,,762.17,0.07,,842.58,,842.58,,72.33,7.14,0.0,0.0,0.0,49.31,-15.36,-14.4,-15.58,15307.0,24.36,-0.11094890510948903,Sell
Trejhara Solutio,542233.0,TREJHARA,Computers - Software - Medium / Small,183.4,2.18,14.52,0.0,206.69,17.53,3.07,240.97,43.48,0.0,11.02,29.58,0.0,0.0,123.39,17.84,0.0,0.0,3.31,240.97,107.0,1.33,0.0,13.58,10.0,2.06,1.07,8.88,1.18,20.6,30.91,32.46,43.48,43.36,251.21,246.32,,,34.07,55.58,,,2.28,3.37,,266.23,542233.0_TREJHARA,Trejhara Solutio,542233.0,TREJHARA,Computers - Software - Medium / Small,183.4,266.23,106.91,0.0,1.21,0.85,0.01,1.19,23.07,1.36,10.3,34.11,266.35,1.45,152.39,,6.92,100.0,5.0,1.0,0.08,1.33,10425.0,20.69,2.56,216.92,3.7,,1676.28,1.52,215.82,216.92,,216.92,,76.93,0.0,0.0,-0.22,0.0,167.81,-20.34,-15.88,-22.55,10942.0,175.49,-0.043129770992366395,Hold
Trent,500251.0,TRENT,Trading,5421.4,1752.99,35.55,0.0,4032.19,0.0,1752.99,7161.75,3484.66,0.0,1027.3,2449.92,223.78,1416.03,2390.08,1541.47,0.0,0.0,104.57,7161.75,1257.84,1254.43,1582.73,81.74,1.0,297.56,0.0,773.91,35.55,4464.14,954.03,4526.95,5840.46,101.72,357.69,320.22,214.58,201.58,299.93,494.14,391.74,331.55,3053.82,662.18,548.71,192723.97,500251.0_TRENT,Trent,500251.0,TRENT,Trading,5413.45,192441.35,212.66,0.06,47.31,11.87,0.43,27.16,37.01,0.79,0.0,60.14,193896.78,35.55,114.43,4.88,0.52,0.0,8.0,6.0,1.62,1.87,215715.0,37.01,32.03,2.41,5.58,,28.32,21.56,328.15,44.83,40.59,2.41,83.02,22.29,26.81,0.9,-0.93,13.89,73.01,11.5,3.75,11.94,175241.0,6044.62,0.11495554653779472,Buy
Trescon,532159.0,__NA__,Construction,16.59,1.7,70.77,0.0,37.91,0.0,0.68,111.74,0.74,0.0,0.73,1.41,0.0,70.55,94.82,1.77,0.0,29.75,0.0,111.74,93.48,1.27,7.83,0.16,10.0,0.15,0.0,0.54,7.25,0.68,54.23,0.01,0.74,0.0,32.27,36.05,0.76,,0.68,7.43,9.57,,0.38,0.96,0.35,120.27,532159.0___NA__,Trescon,532159.0,__NA__,Construction,16.59,120.27,84.7,0.0,1.11,1.29,0.02,1.32,46.61,2.1,0.0,36.76,121.82,7.25,14.99,0.0,49.15,,8.0,1.0,0.0,1.01,6632.0,46.61,1.51,,3.11,,,2.29,8.13,,,,,50.1,1.14,0.0,2.15,2.15,14.8,1.06,0.89,0.91,6453.0,16.06,-0.031946955997588976,Hold
TRF,505854.0,TRF,Engineering,550.0,119.41,11.0,489.0,28.06,0.0,18.42,309.51,36.83,0.0,19.66,19.44,0.0,65.56,268.23,154.07,0.0,0.8,107.04,309.51,139.27,0.23,5.62,99.06,10.0,72.21,23.37,51.79,1.1,18.42,21.8,17.17,36.83,0.0,-57.89,10.18,146.24,373.64,238.06,207.2,561.05,624.89,19.95,112.53,209.06,605.0,505854.0_TRF,TRF,505854.0,TRF,Engineering,550.0,605.0,15.29,0.0,15.5,12.44,3.06,,34.12,8.54,0.0,43.13,652.2,1.1,35.49,1.98,1.7,0.0,4.0,2.0,0.44,8.14,28111.0,34.12,33.0,258.34,5.46,,174.88,17.94,158.46,-805.55,1193.39,258.34,129.5,65.07,0.78,0.78,0.0,0.02,-364.06,188.39,24.77,,28260.0,520.56,-0.053527272727272826,Sell
Tricom Fruit,531716.0,__NA__,Food - Processing - Indian,1.45,65.53,19.09,0.0,-105.49,45.49,19.95,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,21.01,0.0,0.0,33.17,0.14,-20.99,0.0,0.0,0.0,10.0,0.02,0.0,18.25,1.91,65.44,-20.92,0.0,0.0,0.0,-21.0,-20.69,-24.03,-16.95,65.13,83.98,85.02,70.71,0.0,47.94,52.69,2.76,531716.0___NA__,Tricom Fruit,531716.0,__NA__,Food - Processing - Indian,1.45,2.76,,0.0,,0.0,,,12.62,0.0,62.69,38.34,68.27,1.91,-45.25,,0.0,,1.0,1.0,0.0,0.0,4567.0,4.71,,,3.49,,,0.0,,,,,,87.4,0.0,0.0,0.0,0.0,-45.17,,0.0,,3873.0,1.45,0.0,Hold
Trident,521064.0,TRIDENT,Textiles - Cotton/Blended,38.6,2125.87,509.6,0.0,3805.81,1374.11,68.08,7563.28,6873.83,0.0,2779.52,4610.51,84.75,48.91,2700.94,1704.58,0.0,0.0,10.21,7563.28,1890.83,65.06,1393.36,411.91,1.0,531.2,43.41,476.56,509.6,1442.19,1158.0,4094.31,6873.83,368.2,1271.33,1290.37,869.37,511.82,1562.25,2435.75,2849.41,1862.27,3790.66,3716.58,4344.8,19670.82,521064.0_TRIDENT,Trident,521064.0,TRIDENT,Textiles - Cotton/Blended,38.59,19665.73,56.34,0.95,4.58,4.86,0.49,8.21,73.19,3.01,0.0,26.01,21260.4,509.61,8.47,2.79,0.77,0.0,3.0,3.0,0.95,1.67,2118064.0,73.19,7.15,22.08,1.46,,72.89,8.37,11.43,118.91,50.33,22.08,147.16,22.85,2.65,0.1,-0.01,0.05,8.23,11.88,6.63,10.96,1983667.0,39.02,0.010880829015544085,Hold
Trident Lifeline,543616.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,196.5,18.41,11.5,0.0,41.4,4.5,1.08,87.08,4.27,0.0,1.16,20.9,4.03,3.77,51.97,20.26,2.93,0.0,0.0,87.08,37.32,0.0,12.58,13.44,10.0,6.65,1.19,7.54,1.15,5.58,40.99,3.11,4.27,2.6,,,,,,,,,,,,225.96,543616.0___NA__,Trident Lifeline,543616.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,204.5,235.16,39.59,0.0,4.44,10.09,0.35,13.01,67.49,3.87,1.76,34.7,246.92,1.15,46.0,4.09,1.94,0.0,4.0,4.0,0.76,1.29,500.0,66.3,14.4,99.12,3.58,,222.61,10.67,75.54,128.35,59.94,99.12,89.17,26.49,6.02,1.38,0.0,0.0,39.69,24.15,16.56,23.88,481.0,196.69,0.0009669211195928638,Hold
Trident Techlabs,-1.0,TECHLABS,Computers - Software - Medium / Small,851.35,19.29,2.8,0.0,29.28,18.55,4.44,98.84,13.61,0.0,12.06,1.68,0.0,0.12,91.4,38.61,0.0,0.0,2.87,98.84,59.0,0.0,2.47,59.62,10.0,23.18,0.66,21.1,0.28,22.99,38.95,1.56,13.61,0.0,39.21,,,,30.45,,,,2.46,,,1471.25,-1.0_TECHLABS,Trident Techlabs,-1.0,TECHLABS,Computers - Software - Medium / Small,851.35,1471.25,157.03,0.0,31.59,18.81,0.41,49.58,67.97,1.14,0.0,34.11,1467.36,1.73,26.94,1.01,2.3,0.0,4.0,1.0,1.46,2.64,455.0,67.97,29.19,188.23,3.7,,186.37,16.16,57.33,188.23,,188.23,,24.64,0.35,-1.34,-5.32,7.04,,24.0,10.53,34.36,622.0,956.14,0.12308686204263812,Buy
Trident Texofab,540726.0,__NA__,Trading,41.35,40.11,10.07,0.0,6.19,28.1,9.67,81.9,28.56,0.0,5.23,21.73,0.0,3.74,52.1,42.28,0.0,0.0,1.44,81.9,29.31,3.15,13.55,36.67,10.0,0.16,0.16,16.69,1.01,37.77,25.77,23.33,28.56,0.0,21.63,12.89,6.72,6.78,34.02,14.92,5.35,7.65,14.21,2.36,1.25,41.64,540726.0___NA__,Trident Texofab,540726.0,__NA__,Trading,41.4,41.69,48.47,0.0,2.57,1.08,2.47,5.47,61.74,5.77,0.0,34.16,81.64,1.01,16.15,6.93,0.91,0.0,5.0,2.0,1.25,4.9,5929.0,61.74,8.86,134.55,3.16,,106.95,5.98,19.74,120.87,72.67,134.55,59.0,38.25,0.0,0.0,0.0,0.0,15.07,12.54,3.14,16.56,5919.0,39.41,-0.04691656590084655,Hold
Tridev Infra.,531568.0,__NA__,Finance & Investments,2.86,0.0,6.53,0.0,-3.26,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,3.29,-0.01,0.0,0.0,0.0,10.0,0.01,0.0,0.0,0.65,0.0,0.29,0.0,0.0,0.0,1.56,2.12,-0.12,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,531568.0___NA__,Tridev Infra.,531568.0,__NA__,Finance & Investments,2.86,1.87,3.22,0.0,0.57,19.37,0.0,19.46,11.96,4.3,0.0,23.18,1.86,0.65,5.01,,0.5,0.0,6.0,5.0,0.06,0.92,879.0,11.96,2.68,0.0,1.78,,-38.42,2.43,10.01,0.0,,0.0,0.0,88.04,0.0,0.0,0.0,0.0,4.12,-55.38,-55.15,-55.38,881.0,2.78,-0.027972027972028,Hold
Tridhya Tech,-1.0,TRIDHYA,Computers - Software - Medium / Small,32.0,39.18,17.0,0.0,23.41,12.02,25.34,91.39,25.22,0.0,3.0,36.37,0.0,7.3,26.77,14.23,0.0,0.0,0.0,91.39,22.77,0.78,0.0,14.08,10.0,1.45,0.0,0.0,1.7,37.36,24.13,22.22,25.22,2.5,,,,,,,,,,,,74.52,-1.0_TRIDHYA,Tridhya Tech,-1.0,TRIDHYA,Computers - Software - Medium / Small,32.0,74.52,,0.0,1.59,-0.75,0.84,-2.37,59.28,1.96,0.0,34.11,112.25,2.33,20.05,,1.88,0.0,1.0,2.0,0.54,3.15,895.0,59.28,-59.2,67.25,3.7,,244.16,2.45,,67.25,,67.25,,35.28,1.88,-1.24,0.43,3.56,,16.56,7.02,18.03,912.0,35.14,0.09812500000000002,Buy
Trigyn Techno.,517562.0,TRIGYN,Computers - Software - Medium / Small,138.95,4.7,30.79,0.0,670.43,0.0,6.78,873.69,123.87,0.0,16.72,102.52,0.0,16.57,682.28,160.32,0.0,0.0,62.15,873.69,522.9,4.44,7.57,249.08,10.0,336.18,0.61,80.02,3.08,6.78,390.7,107.14,123.87,1.5,351.56,275.29,188.0,102.13,10.23,7.74,0.49,0.0,99.43,89.52,88.58,427.75,517562.0_TRIGYN,Trigyn Techno.,517562.0,TRIGYN,Computers - Software - Medium / Small,138.85,427.44,21.4,0.0,0.62,2.31,0.01,2.89,44.51,33.83,0.0,34.11,95.96,3.08,227.77,1.75,4.21,0.0,7.0,3.0,1.48,1.23,37298.0,44.51,3.33,71.05,3.7,,53.26,4.56,182.28,71.05,,71.05,,55.33,0.17,-0.54,0.0,0.0,221.21,9.28,4.31,5.38,36925.0,143.98,0.03620007196833394,Hold
Trimurthi,536565.0,__NA__,Finance & Investments,18.94,0.0,8.1,0.0,-0.75,0.0,0.0,7.36,1.43,0.0,1.26,0.12,0.0,3.06,4.13,0.01,0.0,0.0,0.0,7.36,4.12,0.0,1.19,0.01,10.0,0.12,0.0,0.0,0.81,0.0,4.18,0.17,1.43,0.0,4.68,8.65,8.97,9.88,0.0,0.0,0.0,0.04,0.22,0.37,0.59,15.34,536565.0___NA__,Trimurthi,536565.0,__NA__,Finance & Investments,18.94,15.34,1534.0,0.0,2.09,0.14,0.0,0.14,66.54,0.13,0.0,23.18,15.22,0.81,9.07,3.82,294.0,0.0,6.0,4.0,0.58,0.99,2579.0,66.54,0.24,0.86,1.78,,345.97,0.27,1.59,113.98,0.0,0.86,113.11,33.47,0.0,0.0,0.0,0.0,8.89,-0.83,-0.83,-0.83,2621.0,16.4,-0.13410770855332643,Sell
